speaker,cleaned_text,debate,sentiment
Joe Biden,i have and they have pushed it look they passed this act all the way back in the beginning of the summer it’s not new it’s been out there this heroes act has been sitting there and look at what’s happening when i was in charge of the recovery act with 800 billion i was able to get 145 billion to local communities that have to balance their budgets and states that have to balance their budgets and then they have to fire firefighters teachers first responders law enforcement officers so they could keep their cities and counties running he will not support that they have not done a thing for them and mitch mcconnell said “let them go bankrupt let them go bankrupt” come on what’s the matter with these guys,second,2
Donald Trump,the bill that was passed in the house was a bailout of badly run high crime democrat all run by democrat cities and states it was a way of getting a lot of money billions and billions of dollars to these guys it was also a way of getting a lot of money from our people’s pockets to people that come into our country illegally we were going to take care of everything for them and i’d love to do that i’d love to help them but what that does everybody all over the world will start pouring into our country we can’t do it this was a way of taking care of them this was a way of spending on things that had nothing to do with covid as per your question but it was really a big bailout for badly run democrat cities and states,second,1
mediator_2,all right i want to,second,2
Joe Biden,by the way if i get elected i’m not going to… i’m running as a proud democrat but i’m going to be an american president i don’t see red states and blue states what i see is american united states and folks every single state out there finds themself in trouble they’re going to start laying off whether they’re red or blue cops firefighters first responders teachers because they have to balance their budget and the founders were smart they allowed the federal government to deficit spend to compensate for the united states of america,second,2
mediator_2,i want to talk about the minimum wage gentlemen mr vice president we are talking a lot about struggling small businesses and business owners these days do you think this is the right time to ask them to raise the minimum wage you of course support a 15 federal minimum wage,second,2
Joe Biden,i do because i think one of the things we’re going to have to do is we’re going to have to bail them out too we should be bailing them out now those small businesses you got one in six of them going under they’re not going to be able to make it back they passed a package that allows us to be able… they call it ppp money is supposed to go to help them do everything from organize how they can deal with their businesses being open safely schools how they can make classrooms smaller how they can hire more teachers how they can put ventilation systems in they need the help the businesses as well as the schools need the help these guys will not help them it’s not giving them any of the money,second,2
mediator_2,we are going to move on to immigration but i want to get,second,2
Donald Trump,excuse me one thing very quickly he said we have to help our small businesses by raising the minimum wage that’s not helping i think it should be a state option alabama is different than new york new york is different from vermont every state is different it should be a state option,second,1
mediator_2,you said very recently,second,2
Donald Trump,it’s very important we have to help our small businesses,second,3
mediator_2,you said,second,2
Donald Trump,how are you helping your small businesses when you’re forcing wages what’s going to happen and what’s been proven to happen is when you do that these small businesses fire many of their employees,second,1
mediator_2,you said very recently,second,2
Joe Biden,not true by the way,second,2
mediator_2,… you would consider raising the federal minimum wage to 15 an hour,second,2
Donald Trump,say it say it,second,2
mediator_2,you said recently you would consider raising the federal minimum wage to 15 an hour,second,2
Donald Trump,what i really like and i would consider it to an extent,second,3
mediator_2,in a second administration,second,2
Donald Trump,but what i really like… in a second administration but not to a level that’s going to put all these businesses out of business it should be a state option look i’ve lived,second,3
Joe Biden,every,second,2
Donald Trump,… in different places i know different places they’re all different some places 15 is not so bad in other places other states 15 would be ruinings,second,2
mediator_2,okay president trump thank you quick response vice president biden,second,2
Joe Biden,no one should work one job be below poverty people are making six seven eight bucks an hour these first responders we all clap for as they come down the street because they’ve allowed us to make it what’s happening they deserve a minimum wage of 15 anything below that puts you below the poverty level and there is no evidence that when you raise the minimum wage businesses go out of business that is simply not true,second,2
mediator_2,we’re going to talk about immigration,second,2
Joe Biden,it’s an crosstalk 003235,second,2
mediator_2,we’re going to talk about immigration now gentlemen and we’re going to talk about families within this context mr president your administration separated children from their parents at the border at least 4000 kids you’ve since reversed your zero tolerance policy but the united states can’t locate the parents of more than 500 children so how will these families ever be reunited,second,2
Donald Trump,children are brought here by coyotes and lots of bad people cartels…,second,2
Donald Trump,inaudible 003300 and lots of bad people cartels and they’re brought here and they used to use them to get into our country we now have as strong a border as we’ve ever had we’re over 400 miles of brand new wall you see the numbers and we let people in but they have to come in legally and they come in through crosstalk 000017,second,2
mediator_2,but how will you reunite these kids with their families mr president,second,2
Donald Trump,but let me just tell you let me just tell you they built cages they used to say i built the cages and then they had a picture in a certain newspaper and it was the picture of these horrible cages and they said “look at these cages president trump built them” and then it was determined they were built in 2014 that was him they built cages,second,2
mediator_2,do you have a plan to reunite the kids with their families,second,2
Donald Trump,yes we’re working on it very… we’re trying very hard but a lot of these kids come out without the parents they come over through cartels and through coyotes and through gangs,second,2
mediator_2,vice president biden let me bring you into this conversation quick response and then another question to you,second,2
Joe Biden,these 500plus kids came with parents they separated them at the border to make it a disincentive to come to begin with “be real tough we’re really strong” and guess what they cannot… coyotes didn’t bring them over their parents were with them they got separated from their parents and it makes us a laughingstock and violates every notion of who we are as a nation,second,2
mediator_2,let me ask you a followup question,second,2
Donald Trump,kristen they did it we changed the policy they did it we changed,second,2
mediator_2,your response to that,second,2
Joe Biden,we did not separate the crosstalk 003425,second,2
Donald Trump,they built the cages who built the cages joe,second,2
Joe Biden,let’s talk about what we’re talking about,second,2
mediator_2,who built the cages joe,second,2
Joe Biden,let’s talk about what we’re talking about what happened parents were ripped… their kids were ripped from their arms and separated and now they cannot find over 500 of the sets of those parents and those kids are alone nowhere to go nowhere to go it’s criminal it’s criminal,second,1
mediator_2,let me ask you about crosstalk 003450 in 10 seconds and then i need to ask crosstalk 003453,second,2
Donald Trump,kristen i will say this they went down we brought reporters everything they are so well taken care of they’re in facilities that were so clean,second,3
mediator_2,but some of them haven’t been reunited with their families,second,2
Donald Trump,they have gotten such good… but just ask one question who built the cages i’d love you to ask him that who built the cages joe,second,2
mediator_2,let me ask about your immigration policy mr vice president the obama administration did fail to deliver immigration reform which had been a key promise during the administration it also presided over record deportations as well as family detentions at the border before changing course so why should voters trust you with an immigration overhaul now,second,1
Joe Biden,because we made a mistake made it took too long to get it right took too long to get it right i’ll be president of the united states not vice president of the united states and the fact is i’ve made it very clear within a 100 days i’m going to send to the united states congress a pathway to citizenship for over 11 million undocumented people and all of those socalled dreamers those daca kids they’re going to be immediately certified again to be able to stay in this country and put on a path to citizenship the idea that they are being sent home by this guy and they want to do that is they’ve gone to they’ve never seen before i can imagine you’re five years old your parents are taking across the rio grande river and it’s illegal and you say “oh no mom leave me here i’m not going to go with you” they been here many of them are model citizens over 20000 of them are first responders out there taking care of people during this crisis we owe them we owe them,second,1
mediator_2,president trump your reaction,second,2
Donald Trump,kristen he had eight years to do what he said he was going to do and i’ve changed without having a specific we got rid of catch and release we got rid of a lot of horrible things that they put in and that they lived with but he had eight years he was vice president he did nothing except build cages to keep children in,second,2
mediator_2,vice president biden your response,second,2
Joe Biden,the catch and release you know what he’s talking about there if in fact you had a family came across and they were arrested they in fact were given a date to show up for their hearing they were released and guess what they showed up for a hearing and this is the first president in the history of the united states of america that anybody seeking asylum has to do it in another country that’s never happened before in america that’s never happened before in america you come to the united states and you make your case that “i seek asylum based on the following premise why i deserve it under american law” they’re sitting in squalor on the other side of the river,second,2
mediator_2,president trump your response 30 seconds and then we’ll move on,second,2
Donald Trump,so important it just shows that he has no understanding of immigration of the laws catch and release is a disaster a murderer would come in a rapist would come in a very bad person would come in we would take their name we have to release them into our country and then you say they come back less than 1 of the people come back we have to send ice out and border patrol out to find them we would say “come back in two years three years we’re going to give you a court case you did perry mason we’re going to give you a court case” when you say they come back they don’t come back joe they never come back only the really… i hate to say this but those with the lowest iq they might come back but there are very very few,second,1
mediator_2,okay president trump let’s give vice president biden a chance to respond and then we’re going to move on to the next section,second,2
Donald Trump,you don’t know the law joe,second,2
mediator_2,vice president biden your response,second,2
Joe Biden,know the law what he’s telling you is simply not true check it out,second,2
Donald Trump,well check it out they don’t come back,second,2
Joe Biden,check it out,second,3
mediator_2,all right let’s move on to the next section,second,2
Donald Trump,but we don’t have to worry about it because they terminated it so we don’t have to worry about it anymore joe,second,1
mediator_2,let’s move on to the next section,second,2
Joe Biden,that’s right and you 525 kids not knowing where in god’s name they’re going to be and lost their parents,second,2
Donald Trump,go ahead,second,2
mediator_2,all right let’s talk about our next section which is race in america and i want to talk about the way black and brown americans experience race in this country part of that experience is something called the talk it happens regardless of class and income parents who feel they have no choice but to prepare their children for the chance that they could be targeted including by the police for no reason other than the color of their skin mr vice president in the next two minutes i want you to speak directly to these families do you understand why these parents fear for their children,second,2
Joe Biden,i do i do my daughter is a social worker and she’s written a lot about this she has her graduate degree from the university of pennsylvania in social work and one of the reasons why i ended up working on the east side of wilmington delaware which is 90 africanamerican was to learn more about what was going on i never had to tell my daughter if she’s pulled over make sure she puts… for a traffic stop “put both hands on top of the wheel and don’t reach for the glove box because someone may shoot you” but a black parent no matter how wealthy or how poor they are has to teach their child “when you’re walking down the street don’t have a hoodie on when you go across the street,second,2
Joe Biden,making sure that you in fact if you get pulled over just yes sir no sir hands on top of the wheel because you are in fact the victim whether you’re a person making 300000 … child of a 300000 a year person or someone who’s on food stamps the fact of the matter is there is institutional racism in america and we have always said we’ve never lived up to it that we hold these truths to be selfevident all men and women are created equal well guess what we have never ever lived up to it but we’ve always constantly been moving the needle further and further to inclusion not exclusion this is the first president to come along and says that’s the end of that we’re not going to do that anymore we have to provide for economic opportunity better education better healthcare better access to schooling better access to opportunity to borrow money to start businesses all the things we can do and i’ve laid out a clear plan as to how to do those things just to give people a shot it’s about accumulating the ability to have wealth as well as it is to be free from violence,second,2
mediator_2,president trump same question to you and let me remind you of the question i would like you to speak directly to these families do you understand why these parents fear for their children,second,2
Donald Trump,yes i do and again he’s been in government 47 years he never did a thing except in 1994 when he did such harm to the black community and they were called … and he called them superpredators and he said that he said it superpredators and they never lived that down 1994 your crime bill the superpredators nobody has done more for the black community than donald trump and if you look with the exception of abraham lincoln possible exception but the exception of abraham lincoln nobody has done what i’ve done criminal justice reform obama and joe didn’t do it i don’t even think they tried because they had no chance at doing it they might’ve wanted to do it but if you had to see the arms i had to twist to get that done it was not a pretty picture and everybody knows it including some very liberal people that cried in my office they cried in the oval office,second,2
Donald Trump,two weeks later they’re out saying “gee we have to defeat him” criminal justice reform prison reform opportunity zones with tim scott a great senator from south carolina he came in with this incredible idea for opportunity zones it’s one of the most successful programs people don’t talk about it tremendous investment is being made biggest beneficiary the black and hispanic communities and then historically black colleges and universities after three years of coming to the office i love some of those guys they were great they came into the office and i said “what are you doing” after three years i said “why do you keep coming back” because we have no funding” i said “you don’t have to come back every year” “we have to come back”,second,4
Donald Trump,because president obama would never give them longterm funding and i did 10 year longterm funding and i gave them more money than they asked for because i said “i think you need more” and i said “the only bad part about this is i may never see you again” because i got very friendly with them and they like me and i like them but i saved historically black colleges and universities,second,2
mediator_2,okay and we’re going to talk about both of your records but your response to that vice president,second,2
Joe Biden,my response to that is i never ever said what he accused me of saying the fact of the matter is in 2000 though after the crime bill had been in the law for awhile this is a guy who said “the problem with the crime bill there’s not enough people in jail there’s not enough people in jail” and go on my website get the quote the date when he said it “not enough people” he talked about marauding gangs young gangs and the people who are going to maraud our cities this is a guy who in the central park five five innocent black kids he continued to push for making sure that they got the death penalty none of them were guilty of the crimes they were suggested look and granted he did in fact let 20 people … he commuted 20 people’s sentences,second,2
Joe Biden,we commuted over 1000 people’s sentences over 1000 the very law he’s talking about is a law that in fact initiated by barack obama and secondly we’re in a situation here where the federal prison system was reduced by 38000 people under our administration and one of those things we should be doing there should be no no minimum mandatories in the law that’s why i’m offering 20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts no one should be going to jail because they have a drug problem they should be going to rehabilitation not to jail we should fundamentally change the system and that’s what i’m going to do,second,2
Donald Trump,but why didn’t he do it four years ago why didn’t you do that four years ago even less than that why didn’t you when you vice president you keep talking about all these things you’re going to do and you’re going to do this but you were there just a short time ago and you guys did nothing,second,1
Joe Biden,we did,second,2
Donald Trump,you know joe i ran because of you i ran because of barack obama because you did a poor job if i thought you did a good job i would’ve never run i would’ve never run i ran because of you i’m looking at you now you’re a politician i ran because of you,second,2
mediator_2,all right vice president biden your response to that and then i do have some questions for both of you,second,2
Joe Biden,well i’ll tell you what i hope he does look at me because what’s happening here is you know who i am you know who he is you know his character you know my character you know our reputations for honor and telling the truth i am anxious to have this race i’m anxious to see this take place i am … the character of the country is on the ballot our character’s on the ballot look at us closely,second,3
mediator_2,let me ask some follow up,second,2
Donald Trump,excuse me,second,2
mediator_2,please respond and then we’re going to have follow up questions,second,2
Donald Trump,if this stuff is true about russia ukraine china other countries iraq if this is true then he’s a corrupt politician so don’t give me the stuff about how you’re this innocent baby joe that calling you a corrupt politician,second,1
Joe Biden,nobody’s calling me,second,2
Donald Trump,they’re calling it the laptop from hell,second,1
mediator_2,president trump i want to stay on the issue of race we’re talking about the issue,second,2
Donald Trump,excuse me crosstalk 000613 the laptop from hell,second,1
Joe Biden,nobody,second,2
mediator_2,president trump we’re talking about race right now and i do want to stay on the issue of race president trump you,second,3
Joe Biden,i have to respond to that because look,second,2
mediator_2,please very quickly,second,2
Joe Biden,there are 50 former national intelligence folks who said that what he’s accusing me of is a russian plant they have said that this has all the … five former heads of the cia both parties say what he’s saying is a bunch of garbage nobody believes it except him and his good friend rudy giuliani,second,1
Donald Trump,you mean the laptop is now another russia russia russia hoax you got to be kidding me,second,1
Joe Biden,that’s exactly what was told,second,2
Donald Trump,this is where he’s going the laptop is russia russia russia,second,2
mediator_2,gentlemen i want to stay on the issue of race,second,2
Donald Trump,you have to be kidding here we go again with the russia boy oh boy,second,2
mediator_2,we’re going to continue on the issue of race,second,2
Donald Trump,can’t believe that one,second,2
mediator_2,mr president you’ve described the black lives matter movement as a symbol of hate you’ve shared a video of a man chanting white power to millions of your supporters you’ve said that black professional athletes exercising their first amendment rights should be fired what do you say to americans who say that kind of language from a president is contributing to a climate of hate and racial strife,second,2
Donald Trump,well you have to understand the first time i ever heard of black lives matter they were chanting “pigs in a blanket” talking about police pigs pigs talking about our police “pigs in a blanket fry them like bacon” i said “that’s a horrible thing” and they were marching down the street and that was my first glimpse of black lives matter i thought it was a terrible thing as far as my relationships with all people i think i have great relationships with all people i am the least racist person in this room,second,2
mediator_2,what do you say to americans who are concerned by that rhetoric crosstalk 00000758,second,2
Donald Trump,i don’t know i mean i don’t know what to say i got criminal justice reform done and prison reform and opportunity zones,second,2
Donald Trump,… got criminal justice reform done and prison reform and opportunity zones i took care of black colleges and universities i don’t know what to say they can say anything i mean they can say anything it’s a very… makes me sad because i am the least racist person i can’t even see the audience because it’s so dark but i don’t care who’s in the audience i’m the least racist person in this room,second,1
mediator_2,okay vice president biden let me ask you very quickly and then i have a followup question for you,second,2
Joe Biden,abraham lincoln here is one of the most racist presidents we’ve had in modern history he pours fuel on every single racist fire every single one started off his campaign coming down the escalator saying he’s getting rid of those mexican rapists he’s ban muslims because they’re muslims he has moved around and made everything worse across the board he says to… about the proud boys last time we were on stage here he said “i tell them to stand down and stand ready” come on this guy has a dog whistle about as big as a foghorn,second,0
mediator_2,president trump i’m going to give you 10 seconds to respond and then i have a followup question,second,2
Donald Trump,no he made a reference to abraham lincoln where did that come in i mean,second,1
Joe Biden,you said you’re abraham lincoln,second,2
Donald Trump,… where did that… no,second,2
Joe Biden,you said,second,2
Donald Trump,i said “not since abraham lincoln has anybody done what i’ve done for the black community”,second,3
Joe Biden,and i’m saying,second,2
Donald Trump,i didn’t say “i’m abraham lincoln” i said “not since abraham lincoln has anybody done what i’ve done for the black community” now you have done nothing other than the crime bill which put,second,2
Joe Biden,oh god,second,1
Donald Trump,tens of thousands of black men mostly in jail,second,2
Joe Biden,not true,second,2
mediator_2,all right let me ask vice president biden a question,second,2
Donald Trump,and you know what they remember it because if you look at what’s happening with the voting right now they remember that you treated them very very badly just take a look at what’s happening out there,second,2
mediator_2,let me ask vice president biden about… vice president biden let me give you a chance to respond within this context crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young black men who had small amounts of drugs in their possession they are sons they are brothers they are fathers they are uncles whose families are still to this day some of them suffering the consequences so speak to those families why should they vote for you,second,2
Joe Biden,one of the things is that in the ’80s we passed 100 percent all 100 senators voted for a bill on drugs and how to deal with drugs it was a mistake i’ve been trying to change since then particularly the portion on cocaine that’s why i’ve been arguing that in fact we should not send anyone to jail for a pure drug offense they should be going into treatment across the board that’s what we should be spending money and that’s why i set up drug courts which were never funded by our republican friends they should not be going to jail for a drug or an alcohol problem they should be going into treatment that’s what we’ve been trying to do that’s what i’m going to get done because i think the american people have now seen that in fact it was a mistake to pass those laws relating to drugs but they were not in the crime bill,second,1
mediator_2,crosstalk 001104,second,2
Donald Trump,but why didn’t he get it done see it’s all talk no action with these politicians why didn’t he get it “that’s what i’m going to do when i become president” you were vice president along with obama as your president your leader for eight years why didn’t you get it done you had eight years to get it done now you’re saying you’re going to get it done because you’re all talking and no action joe,second,1
mediator_2,your response,second,2
Joe Biden,we got a lot of it done we released 38000,second,2
Donald Trump,you didn’t get anything done,second,1
Joe Biden,we got 38000 prisoners crosstalk 001130,second,2
Donald Trump,you got nothing done,second,1
Joe Biden,38000 prisoners were released from federal prison we have… there were over a thousand people who were given clemency inaudible 000338 in fact were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing how they’re conducting themselves i could go on but we began the process we lost an election that’s why i’m running to win back that election and change his terrible policy,second,2
Donald Trump,i just have,second,2
mediator_2,your response and then we’re going to move on to climate change,second,2
Donald Trump,… one question why didn’t you do it in the eight years a short time ago why didn’t you do it you just said “i’m going to do that i’m going to do this” you put tens of thousands of mostly black young men in prison now you’re saying you’re going to get… you’re going to undo that why didn’t you get it done you had eight years with obama you know why joe because you’re all talk and no action,second,2
Joe Biden,crosstalk 00001223,second,2
mediator_2,all right vice president biden and then we’re going to move on to the next section,second,2
Joe Biden,we had a republican congress that’s the answer,second,2
mediator_2,okay,second,2
Donald Trump,well you got to talk them into it joe sometimes you got to talk them into it,second,2
mediator_2,we’re going to move on to our next section which is climate change,second,2
Donald Trump,… like i did with criminal justice reform i had to talk democrats into it,second,2
Joe Biden,you did what we already had done,second,2
mediator_2,gentlemen we’re running out of time so we got to get onto climate change please you both have very different visions on climate change president trump you say that environmental regulations have hurt jobs in the energy sector vice president biden you have said you see addressing climate change as an opportunity to create new jobs for each of you how would you both combat climate change and support job growth at the same time starting with you president trump you have two minutes uninterrupted,second,2
Donald Trump,so we have the trillion trees program we have so many different programs i do love the environment but what i want is that cleanest crystal clear water the cleanest air we have the best lowest number in carbon emissions which is a big standard that i noticed obama goes with all the time not joe i haven’t heard joe use the term because i’m not sure he knows what it represents or means but i have heard obama use it and we have the best carbon emission numbers that we’ve had in 35 years under this administration we are working so well with industry but here’s what we can’t do look at china how filthy it is look at russia look at india it’s filthy the air is filthy the paris accord 00001355 i took us out because we were going to have to spend trillions of dollars and we were treated very unfairly,second,2
Donald Trump,when they put us in there they did us a great disservice they were going to take away our businesses i will not sacrifice tens of millions of jobs thousands and thousands of companies because of the paris accord it was so unfair china doesn’t kick in until 2030 russia goes back to a low standard and we kicked in right away it would have been… it would have destroyed our businesses so you ready we have done an incredible job environmentally we have the cleanest air the cleanest water and the best carbon emission standards that we’ve seen in many many years,second,0
mediator_2,vice president biden,second,2
Donald Trump,and we haven’t destroyed our industries,second,2
mediator_2,vice president biden two minutes to you uninterrupted,second,2
Joe Biden,climate change global warming is an existential threat to humanity we have a moral obligation to deal with it and we’re told by all the leading scientists in the world we don’t have much time we’re going to pass the point of no return within the next 8 to 10 years four more years of this man eliminating all the regulations that were put in by us to clean up the climate to clean up… to limit the emissions will put us in a position where we’re going to be in real trouble here’s where we have a great opportunity i was able to get both all the environmental organizations as well as the labor the people worried about jobs to support my climate plan,second,2
Joe Biden,because what it does it will create millions of new good paying jobs we’re going to invest in for example 500000… excuse me 50000 charging stations on our highways so that we can own the electric car market of the future in the meantime china is doing that we’re going to be in a position where we’re going to see to it that we’re going to take 4 million existing buildings and 2 million existing homes and retrofit them so they don’t leak as much energy saving hundreds of millions of barrels of…,second,3
Joe Biden,so they don’t leak as much energy saving hundreds of millions of barrels of oil in the process and creating significant number of jobs by the way the whole idea of what this is all going to do it’s going to create millions of jobs and it’s going to clean the environment our health and our jobs are at stake that’s what’s happening and what right now by the way wall street firms indicated that my plan my plan will in fact create 186 million jobs 7 million more than his this is from wall street and i’ll create 1 trillion more in economic growth than his proposal does not on climate just on economy,second,3
mediator_2,president trump your response,second,2
Donald Trump,they came out and said very strongly 6500 will be taken away from families under his plan that his plan is an economic disaster if you look at what he wants to do if you look at his plan his,second,1
Joe Biden,crosstalk 001656,second,2
Donald Trump,… his environmental plan do you know developed it aoc plus three they know nothing about the climate i mean she’s got a good line of stuff but she knows nothing about the climate and they’re all hopping through hoops for aoc plus three look their real plan cost a hundred trillion dollars if we had the best year in the history of our country for a hundred years we would not even come close to a number like that when he says buildings they want to take buildings down because they want to make bigger windows into smaller windows as far as they’re concerned if you had no window it would be a lovely thing,second,1
Donald Trump,this is the craziest plan that anybody has ever seen and this wasn’t done by smart people this wasn’t done by anybody frankly i don’t even know how it can be good politically they want to spend a hundred trillion dollars that’s their real number he’s trying to say it was six it’s a hundred trillion dollars they want to knock down buildings and build new buildings with little tiny small windows and many other things,second,0
mediator_2,okay,second,2
Donald Trump,and many other things and many other things,second,2
mediator_2,okay let me have the vicepresident respond,second,2
Donald Trump,it is crazy,second,2
mediator_2,we’re running out of time and we have a lot more questions to get back to,second,1
Donald Trump,you’ll destroy our country,second,1
mediator_2,so let’s hear from the vice president i have a number of more question,second,2
Joe Biden,i don’t know where he comes from i don’t know where he comes up with these numbers,second,1
mediator_2,queens,second,2
Joe Biden,a hundred trillion dollars give me a break this plan has been endorsed by every major every major environmental group and every labor group labor because they know the future lies the future lies in us being able to breathe and they know they’re good jobs and getting us there,second,3
Joe Biden,by the way the fastest growing industry in america is the electric excuse me solar energy and wind he thinks wind causes cancer windmills it’s the fastest growing jobs and they pay good prevailing wages 45 50 bucks an hour we can grow and we can be cleaner if we go the route i’m proposing,second,2
mediator_2,president trump,second,2
Donald Trump,excuse me,second,2
mediator_2,please respond and then i have his follow up,second,2
Donald Trump,we are energy independent for first time we don’t need all of these countries that we had to fight war over because we needed their energy we are energy independent i know more about wind than you do it’s extremely expensive kills all the birds it’s very intermittent it’s got a lot of problems and they happen to make the windmills in both germany and china and the fumes coming up if you’re a believer in carbon emission the fumes coming up to make these massive windmills is more than anything that we’re talking about with natural gas which is very clear,second,2
Donald Trump,one other thing solar,second,2
Joe Biden,find me a scientist who says that,second,2
Donald Trump,i love solar but solar doesn’t quite have it yet it’s not powerful yet to really run our big beautiful factories that we need to compete with the world,second,2
Joe Biden,false,second,1
Donald Trump,it’s all a pipe dream but you know what we’ll do we’re going to have the greatest economy in the world but if you want to kill the economy get rid of your oil industry you want and what about fracking,second,2
mediator_2,let me,second,2
Donald Trump,now we have to ask him about fracking,second,2
mediator_2,let me allow the vice president biden to respond,second,2
Joe Biden,i never said i oppose fracking,second,2
Donald Trump,you said it on tape,second,2
Joe Biden,show the tape put it on your website,second,2
Donald Trump,i’ll put it on,second,2
Joe Biden,put it on the website the fact of the matter is he’s flat lying,second,1
mediator_2,would you rule out about banning fracking,second,2
Joe Biden,i do rule out banning fracking because the answer we need we need other industries to transition to get to ultimately a complete zero emissions by 2025 what i will do with fracking over time is make sure that we can capture the emissions from the fracking capture the emissions from gas we can do that and we can do that by investing money in doing it but it’s a transition to that,second,2
mediator_2,i have one more question in this pile then,second,2
Donald Trump,excuse me he was against fracking he said it i will show that to you tomorrow,second,2
Joe Biden,good,second,3
Donald Trump,i am against fracking until he got the nomination he went to pennsylvania then he said “but you know what pennsylvania” he’ll be against it very soon because his party is totally against it,second,2
Joe Biden,fracking on federal land i said no fracking andor oil on federal land,second,2
mediator_2,let me ask this final question in this section and then i want to move on to our final section president trump people of color are much more likely to live near oil refineries and chemical plants in texas there are families who worry the plants near them are making them sick your administration has rolled back regulations on these kinds of facilities why should these families give you another four years in office,second,2
Donald Trump,the families that we’re talking about are employed heavily and they are making a lot of money more money than they’ve ever made if you look at the kind of numbers that we’ve produced for hispanic for black for asian it’s nine times greater the percentage gain than it was under in three years than it was under eight years of the two of them to put it nicely nine times more,second,3
Donald Trump,now somebody lives i have not heard the numbers or the statistics that you’re saying but they’re making a tremendous amount of money economically we saved it and i saved it again a number of months ago when oil was crashing because of the pandemic we saved it,second,3
Donald Trump,say what you want to bet relationship we got saudi arabia mexico and russia to cut back way back we saved our oil industry and now it’s very vibrant again and everybody has very inexpensive gasoline remember that,second,3
mediator_2,vice president biden your response and then we’re going to have a final question for both of you,second,2
Joe Biden,my response is that those people live on what they call fence lines he doesn’t understand this they live near chemical plants that in fact pollute chemical plants and oil plants and refineries that pollute,second,1
Joe Biden,i used to live near that when i was growing up in claymont delaware and there are more oil refineries in marcus hook and the delaware river than there is any place including in houston at the time when my mom get in the car and when there are first frost to drive me to school turning the windshield wiper there’d been oil slick in the window that’s why so many people in my state were dying and getting cancer the fact is those frontline communities it’s not a matter of what you’re paying them it matters how you keep them safe what do you do you impose restrictions on the pollutions that if the pollutants coming out of those fence line communities,second,2
mediator_2,okay i have one final question called,second,2
Donald Trump,would he close down the oil industry,second,2
mediator_2,it falls,second,1
Donald Trump,would you close dow the oil industry,second,2
Joe Biden,by the way i have a transition from the old industry yes,second,2
Donald Trump,oh that’s a big statement,second,2
Joe Biden,i will transition it is a big statement,second,2
Donald Trump,that’s a big statement,second,2
Joe Biden,because i would stop,second,2
mediator_2,why would you do that,second,1
Joe Biden,because the oil industry pollutes significantly,second,1
Donald Trump,oh i see okay,second,2
Joe Biden,here’s the deal,second,2
Donald Trump,that’s a big statement,second,2
Joe Biden,well if you let me finish the statement because it has to be replaced by renewable energy over time over time and i’d stopped giving to the oil industry i’d stop giving them federal subsidies you won’t get federal subsidies to the gas oh excuse me to solar and wind,second,1
Donald Trump,yeah,second,3
Joe Biden,why are we giving it to oil industry,second,1
Donald Trump,we actually give it to solar and wind that’s maybe the biggest statement in terms of business that’s the biggest statement,second,3
mediator_2,okay,second,2
Donald Trump,because basically what he’s saying is,second,2
mediator_2,we have one final question mr president,second,2
Donald Trump,… he is going to destroy the oil industry will you remember that texas will you remember that pennsylvania oklahoma,second,2
mediator_2,okay vice president biden let me give you 10 seconds,second,2
mediator_2,okay,second,2
Donald Trump,remember that pennsylvania oklahoma is,second,2
mediator_2,vice president biden let me give you 10 seconds to respond,second,2
Donald Trump,ohio,second,2
mediator_2,… and then i have to get to the final question vice president biden,second,2
Joe Biden,he takes everything out of context but the point is look we have to move toward net zero emissions the first place to do that by the year 2035 is in energy production by 2050 totally,second,1
mediator_2,all right one final question to both of you,second,2
Donald Trump,is he going to get china to do it,second,2
mediator_2,no we’re finished with this,second,0
Donald Trump,is he going to get china to do it,second,2
mediator_2,we have to move onto our final question,second,2
Joe Biden,no i’m going to rejoin paris accord and make china abide by what they agreed to,second,1
Donald Trump,crosstalk 002431,second,2
mediator_2,all right this is about leadership gentlemen and this first question does go to you president trump imagine this is your inauguration day what will you say in your address to americans who did not vote for you you’ll each have one minute starting with you mr trump,second,2
Donald Trump,we have to make our country totally successful as it was prior to the plague coming in from china now we’re rebuilding it and we’re doing record numbers 114 million jobs in a short period of time et cetera but i will tell you go back,second,2
Donald Trump,before the plague came in just before i was getting calls from people that were not normally people that would call me they wanted to get together we had the best black unemployment numbers in the history of our country hispanic women asian people with diplomas with no diplomas mit graduates number one in the class everybody had the best numbers and you know what the other side wanted to get together they wanted to unify,second,3
Donald Trump,success is going to bring us together we are on the road to success but i’m cutting taxes and he wants to raise everybody’s taxes and he wants to put new regulations on everything he will kill it if he gets in you will have a depression the likes of which you’ve never seen your 401ks will go to hell and it’ll be a very very sad day for this country,second,1
mediator_2,all right vice president biden same question to you what will you say during your inaugural address to americans who did not vote for you,second,2
Joe Biden,i will say i’m an american president i represent all of you whether you voted for me or against me and i’m going to make sure that you’re represented i’m going to give you hope we’re going to move we’re going to choose science over fiction we’re going to choose hope over fear we’re going to choose to move forward because we have enormous opportunities enormous opportunities to make things better,second,3
